co,pm10,o3,so2,pm25,no2,aqi,city_name,date,grade
1.6,196,44,48,105,78,138,济南,2016-12-07,轻度污染
1.5,210,64,54,123,61,162,济南,2016-12-08,中度污染
1.4,111,36,53,50,59,81,济南,2016-12-09,良
1.6,183,29,53,98,66,129,济南,2016-12-10,轻度污染
1.6,163,50,47,91,64,120,济南,2016-12-11,轻度污染
2.2,193,11,58,133,72,176,济南,2016-12-12,中度污染
1.1,73,47,38,44,38,62,济南,2016-12-13,良
1.4,112,47,42,59,58,81,济南,2016-12-14,良
1.4,150,40,44,88,61,117,济南,2016-12-15,轻度污染
1.0,135,68,37,69,46,93,济南,2016-12-16,良
1.1,152,83,39,98,34,129,济南,2016-12-17,轻度污染
2.3,284,23,75,177,95,227,济南,2016-12-18,重度污染
3.5,449,22,73,316,110,366,济南,2016-12-19,严重污染
6.8,618,8,58,386,111,500,济南,2016-12-20,严重污染
3.0,360,9,52,241,64,291,济南,2016-12-21,重度污染
2.0,196,30,26,146,63,195,济南,2016-12-22,中度污染
1.4,114,46,33,67,54,90,济南,2016-12-23,良
1.8,175,20,58,90,73,119,济南,2016-12-24,轻度污染
2.4,188,7,44,117,73,153,济南,2016-12-25,中度污染
1.6,127,29,30,106,53,139,济南,2016-12-26,轻度污染
1.2,88,38,29,64,49,87,济南,2016-12-27,良
1.4,156,36,33,118,48,155,济南,2016-12-28,中度污染
2.0,224,20,41,156,68,206,济南,2016-12-29,重度污染
2.0,165,49,44,104,56,137,济南,2016-12-30,轻度污染
1.8,217,58,46,153,64,203,济南,2016-12-31,重度污染
2.0,224,56,52,152,73,202,济南,2017-01-01,重度污染
3.9,325,9,38,219,82,269,济南,2017-01-02,重度污染
2.7,269,67,42,186,83,236,济南,2017-01-03,重度污染
6.1,436,7,57,282,97,332,济南,2017-01-04,严重污染
4.0,516,6,53,236,75,416,济南,2017-01-05,严重污染
4.7,471,8,54,275,101,364,济南,2017-01-06,严重污染
2.4,247,21,49,163,68,213,济南,2017-01-07,重度污染
1.8,147,36,38,114,50,149,济南,2017-01-08,轻度污染
2.5,216,24,42,146,70,195,济南,2017-01-09,中度污染
2.4,191,33,56,110,73,144,济南,2017-01-10,轻度污染
1.8,214,49,52,134,66,178,济南,2017-01-11,中度污染
2.2,302,31,51,208,71,258,济南,2017-01-12,重度污染
1.8,158,55,39,94,56,124,济南,2017-01-13,轻度污染
1.4,123,44,45,51,60,87,济南,2017-01-14,良
1.4,144,37,40,75,62,100,济南,2017-01-15,良
2.2,179,40,54,108,70,142,济南,2017-01-16,轻度污染
1.4,188,47,54,118,66,155,济南,2017-01-17,中度污染
3.4,390,15,103,273,108,323,济南,2017-01-18,严重污染
1.6,273,56,44,156,51,206,济南,2017-01-19,重度污染
0.8,69,57,29,23,38,60,济南,2017-01-20,良
0.8,107,59,36,46,38,79,济南,2017-01-21,良
1.1,78,56,43,34,48,64,济南,2017-01-22,良
2.0,180,46,65,100,68,132,济南,2017-01-23,轻度污染
2.4,223,38,85,141,80,188,济南,2017-01-24,中度污染
1.3,156,80,48,103,52,135,济南,2017-01-25,轻度污染
1.2,200,96,39,110,28,144,济南,2017-01-26,轻度污染
0.9,100,81,43,57,27,78,济南,2017-01-27,良
1.2,136,68,46,94,37,124,济南,2017-01-28,轻度污染
1.5,146,60,38,95,29,125,济南,2017-01-29,轻度污染
1.2,72,61,42,43,26,61,济南,2017-01-30,良
0.9,81,66,41,55,28,75,济南,2017-01-31,良
1.4,127,67,54,81,40,108,济南,2017-02-01,轻度污染
1.3,144,106,44,103,39,135,济南,2017-02-02,轻度污染
1.1,143,86,34,107,31,140,济南,2017-02-03,轻度污染
1.6,198,35,44,143,52,190,济南,2017-02-04,中度污染
1.6,174,69,41,120,55,158,济南,2017-02-05,中度污染
1.6,132,57,61,71,56,95,济南,2017-02-06,良
1.2,106,35,51,57,54,78,济南,2017-02-07,良
1.2,110,60,55,58,50,80,济南,2017-02-08,良
0.8,63,78,27,25,36,57,济南,2017-02-09,良
1.1,92,79,39,40,53,71,济南,2017-02-10,良
1.1,119,76,53,68,54,92,济南,2017-02-11,良
1.2,131,91,45,76,52,102,济南,2017-02-12,轻度污染
1.8,214,92,71,136,83,180,济南,2017-02-13,中度污染
2.4,315,91,69,185,80,235,济南,2017-02-14,重度污染
1.0,169,133,39,97,34,128,济南,2017-02-15,轻度污染
1.1,213,106,39,88,38,132,济南,2017-02-16,轻度污染
1.2,112,62,53,44,53,81,济南,2017-02-17,良
1.0,165,70,42,69,47,108,济南,2017-02-18,轻度污染
1.3,248,96,40,135,39,179,济南,2017-02-19,中度污染
1.0,167,72,35,46,33,109,济南,2017-02-20,轻度污染
1.0,92,47,35,43,53,71,济南,2017-02-21,良
1.1,130,53,30,103,49,135,济南,2017-02-22,轻度污染
1.2,102,78,31,68,52,92,济南,2017-02-23,良
1.0,101,93,35,53,56,76,济南,2017-02-24,良
1.3,129,84,44,65,67,90,济南,2017-02-25,良
1.1,116,90,37,51,62,83,济南,2017-02-26,良
0.9,148,103,42,80,40,107,济南,2017-02-27,轻度污染
1.0,183,118,45,99,52,130,济南,2017-02-28,轻度污染
1.2,150,53,36,68,63,100,济南,2017-03-01,良
0.8,100,89,26,32,40,75,济南,2017-03-02,良
0.8,129,103,31,52,40,90,济南,2017-03-03,良
1.6,254,84,50,117,100,153,济南,2017-03-04,中度污染
1.1,164,83,45,79,52,107,济南,2017-03-05,轻度污染
1.0,142,105,35,48,46,96,济南,2017-03-06,良
0.9,71,81,29,28,35,61,济南,2017-03-07,良
0.8,90,86,31,34,45,70,济南,2017-03-08,良
1.0,112,82,39,44,54,81,济南,2017-03-09,良
1.2,144,83,36,54,71,97,济南,2017-03-10,良
1.3,205,138,48,105,68,138,济南,2017-03-11,轻度污染
1.0,201,85,38,73,48,126,济南,2017-03-12,轻度污染
1.2,126,79,49,46,58,88,济南,2017-03-13,良
1.0,136,92,32,53,66,93,济南,2017-03-14,良
1.2,161,92,39,69,74,106,济南,2017-03-15,轻度污染
0.8,133,104,31,61,47,92,济南,2017-03-16,良
0.8,134,126,27,70,39,94,济南,2017-03-17,良
1.2,195,149,40,106,64,139,济南,2017-03-18,轻度污染
0.9,137,119,30,61,52,94,济南,2017-03-19,良
0.9,127,91,25,61,37,89,济南,2017-03-20,良
1.1,135,90,35,56,56,93,济南,2017-03-21,良
1.0,149,101,29,76,46,102,济南,2017-03-22,轻度污染
1.0,161,85,22,105,43,138,济南,2017-03-23,轻度污染
0.9,112,68,16,79,43,105,济南,2017-03-24,轻度污染
0.9,115,79,13,73,40,98,济南,2017-03-25,良
0.7,90,86,17,39,42,70,济南,2017-03-26,良
0.8,99,92,25,40,48,75,济南,2017-03-27,良
1.4,128,50,24,79,63,105,济南,2017-03-28,轻度污染
0.9,106,100,18,61,52,83,济南,2017-03-29,良
1.3,208,64,29,111,66,145,济南,2017-03-30,轻度污染
1.1,124,113,22,77,49,103,济南,2017-03-31,轻度污染
0.9,125,88,23,62,42,88,济南,2017-04-01,良
1.0,155,126,29,68,58,103,济南,2017-04-02,轻度污染
0.9,129,140,24,59,55,90,济南,2017-04-03,良
1.0,103,97,21,55,57,77,济南,2017-04-04,良
1.2,126,74,19,87,48,115,济南,2017-04-05,轻度污染
1.2,147,126,25,86,56,114,济南,2017-04-06,轻度污染
2.5,276,137,30,162,70,212,济南,2017-04-07,重度污染
1.5,227,36,24,127,72,168,济南,2017-04-08,中度污染
1.2,106,73,34,33,48,78,济南,2017-04-09,良
1.2,135,73,36,49,66,93,济南,2017-04-10,良
1.2,138,102,27,58,59,94,济南,2017-04-11,良
1.1,177,149,20,82,52,114,济南,2017-04-12,轻度污染
0.9,107,104,15,49,26,79,济南,2017-04-13,良
0.7,100,106,16,42,32,75,济南,2017-04-14,良
1.0,145,124,21,68,46,98,济南,2017-04-15,良
1.2,158,64,18,84,59,112,济南,2017-04-16,轻度污染
0.8,224,101,17,60,28,137,济南,2017-04-17,轻度污染
0.6,146,102,14,34,34,98,济南,2017-04-18,良
0.7,112,85,13,34,48,81,济南,2017-04-19,良
0.7,97,99,11,30,36,74,济南,2017-04-20,良
0.8,111,94,11,49,40,81,济南,2017-04-21,良
0.6,107,124,13,40,32,79,济南,2017-04-22,良
0.5,108,143,15,38,22,86,济南,2017-04-23,良
0.8,146,127,21,55,41,98,济南,2017-04-24,良
1.4,176,83,38,71,63,113,济南,2017-04-25,轻度污染
0.9,140,109,19,59,57,95,济南,2017-04-26,良
0.6,101,97,18,36,43,76,济南,2017-04-27,良
0.8,116,112,25,46,36,83,济南,2017-04-28,良
0.7,132,126,25,51,45,91,济南,2017-04-29,良
1.0,183,192,36,73,43,130,济南,2017-04-30,轻度污染
2.3,330,185,59,136,75,190,济南,2017-05-01,中度污染
0.7,127,168,26,68,34,108,济南,2017-05-02,轻度污染
0.5,76,132,20,29,20,77,济南,2017-05-03,良
0.8,150,119,12,61,27,100,济南,2017-05-04,良
0.6,356,110,12,110,43,209,济南,2017-05-05,重度污染
0.6,299,147,19,95,34,175,济南,2017-05-06,中度污染
0.6,276,170,22,118,30,163,济南,2017-05-07,中度污染
0.7,163,110,16,69,36,107,济南,2017-05-08,轻度污染
0.8,86,160,15,44,40,100,济南,2017-05-09,良
0.9,137,168,23,60,38,108,济南,2017-05-10,轻度污染
0.8,137,168,24,55,32,108,济南,2017-05-11,轻度污染
0.7,196,159,23,42,29,123,济南,2017-05-12,轻度污染
0.6,153,111,14,38,22,102,济南,2017-05-13,轻度污染
1.0,136,172,30,43,48,111,济南,2017-05-14,轻度污染
0.9,138,166,27,49,42,106,济南,2017-05-15,轻度污染
0.5,75,155,18,28,19,96,济南,2017-05-16,良
0.5,94,175,16,33,18,114,济南,2017-05-17,轻度污染
0.7,95,210,18,44,21,146,济南,2017-05-18,轻度污染
0.6,90,180,19,42,26,119,济南,2017-05-19,轻度污染
1.1,142,249,29,72,46,184,济南,2017-05-20,中度污染
0.9,124,200,18,65,37,137,济南,2017-05-21,轻度污染
0.7,144,200,15,73,26,137,济南,2017-05-22,轻度污染
0.7,58,123,11,30,29,70,济南,2017-05-23,良
0.7,86,152,16,37,49,94,济南,2017-05-24,良
0.6,106,133,27,34,39,78,济南,2017-05-25,良
0.7,106,170,22,38,50,110,济南,2017-05-26,轻度污染
0.5,105,202,17,41,25,139,济南,2017-05-27,轻度污染
0.5,108,207,15,37,20,143,济南,2017-05-28,轻度污染
0.6,94,185,18,44,30,123,济南,2017-05-29,轻度污染
1.0,174,186,33,79,36,124,济南,2017-05-30,轻度污染
1.2,137,218,35,74,36,153,济南,2017-05-31,中度污染
1.2,165,235,37,72,50,170,济南,2017-06-01,中度污染
0.8,133,197,24,44,33,134,济南,2017-06-02,轻度污染
0.8,80,138,28,29,32,82,济南,2017-06-03,良
0.8,110,208,24,46,48,144,济南,2017-06-04,轻度污染
0.6,65,112,20,23,29,60,济南,2017-06-05,良
0.7,49,89,10,30,26,49,济南,2017-06-06,优
0.6,76,178,12,40,24,117,济南,2017-06-07,轻度污染
0.6,103,183,16,42,21,121,济南,2017-06-08,轻度污染
0.6,77,186,18,36,25,124,济南,2017-06-09,轻度污染
1.2,155,160,22,75,52,103,济南,2017-06-10,轻度污染
0.9,134,216,18,71,40,151,济南,2017-06-11,中度污染
1.0,131,177,31,53,43,116,济南,2017-06-12,轻度污染
1.2,142,204,38,72,45,140,济南,2017-06-13,轻度污染
1.2,193,271,42,97,73,202,济南,2017-06-14,重度污染
0.9,159,238,18,85,53,173,济南,2017-06-15,中度污染
0.7,124,214,19,64,35,150,济南,2017-06-16,轻度污染
0.6,106,214,24,50,27,150,济南,2017-06-17,轻度污染
0.6,94,232,24,42,26,167,济南,2017-06-18,中度污染
0.6,84,219,20,43,22,154,济南,2017-06-19,中度污染
0.8,115,209,24,61,31,145,济南,2017-06-20,轻度污染
0.7,97,212,15,57,39,148,济南,2017-06-21,轻度污染
1.2,117,98,16,61,55,84,济南,2017-06-22,良
1.0,99,90,14,55,44,75,济南,2017-06-23,良
0.8,85,141,14,45,26,85,济南,2017-06-24,良
0.7,70,165,21,36,30,105,济南,2017-06-25,轻度污染
0.9,95,216,26,43,58,151,济南,2017-06-26,中度污染
0.7,95,231,25,53,39,166,济南,2017-06-27,中度污染
0.8,105,226,21,62,32,161,济南,2017-06-28,中度污染
0.8,94,204,21,56,30,140,济南,2017-06-29,轻度污染
0.8,102,166,14,61,39,106,济南,2017-06-30,轻度污染
0.9,124,254,15,74,46,189,济南,2017-07-01,中度污染
0.9,119,242,19,64,36,177,济南,2017-07-02,中度污染
1.2,149,286,23,74,55,204,济南,2017-07-03,重度污染
1.0,118,176,19,62,48,115,济南,2017-07-04,轻度污染
1.1,109,149,13,60,43,91,济南,2017-07-05,良
0.7,71,93,11,37,36,61,济南,2017-07-06,良
0.6,57,146,10,34,24,89,济南,2017-07-07,良
0.4,60,170,10,29,16,110,济南,2017-07-08,轻度污染
0.4,52,80,11,28,17,51,济南,2017-07-09,良
0.6,87,198,15,34,32,135,济南,2017-07-10,轻度污染
0.5,72,185,12,31,22,123,济南,2017-07-11,轻度污染
0.5,61,148,14,25,18,90,济南,2017-07-12,良
0.5,57,142,13,24,20,85,济南,2017-07-13,良
0.5,56,123,12,24,25,70,济南,2017-07-14,良
0.6,60,73,12,27,44,55,济南,2017-07-15,良
1.0,58,64,10,31,42,54,济南,2017-07-16,良
0.9,88,110,10,47,36,69,济南,2017-07-17,良
0.7,57,73,9,27,34,54,济南,2017-07-18,良
0.6,44,110,10,25,25,59,济南,2017-07-19,良
0.5,52,130,11,25,18,75,济南,2017-07-20,良
0.6,59,104,9,30,21,55,济南,2017-07-21,良
1.0,174,86,10,82,38,112,济南,2017-07-22,轻度污染
1.0,164,151,10,79,39,107,济南,2017-07-23,轻度污染
1.5,182,84,13,98,43,129,济南,2017-07-24,轻度污染
1.9,160,211,27,83,44,147,济南,2017-07-25,轻度污染
1.0,107,85,16,43,57,79,济南,2017-07-26,良
1.0,76,66,10,42,31,63,济南,2017-07-27,良
1.7,146,99,18,80,30,107,济南,2017-07-28,轻度污染
0.8,44,82,10,24,43,54,济南,2017-07-29,良
2.2,168,78,16,98,69,129,济南,2017-07-30,轻度污染
2.1,216,160,16,125,54,165,济南,2017-07-31,中度污染
1.1,81,126,16,37,38,72,济南,2017-08-01,良
1.2,80,35,14,31,53,67,济南,2017-08-02,良
0.8,55,110,13,27,37,59,济南,2017-08-03,良
0.8,73,176,15,34,39,115,济南,2017-08-04,轻度污染
1.0,102,201,14,52,41,138,济南,2017-08-05,轻度污染
0.9,100,193,14,59,31,130,济南,2017-08-06,轻度污染
0.9,88,192,15,44,46,130,济南,2017-08-07,轻度污染
0.9,108,194,17,48,46,131,济南,2017-08-08,轻度污染
0.8,89,177,16,44,30,116,济南,2017-08-09,轻度污染
0.9,103,214,14,47,48,150,济南,2017-08-10,轻度污染
0.7,92,177,12,50,36,116,济南,2017-08-11,轻度污染
0.7,89,151,11,52,27,93,济南,2017-08-12,良
0.8,68,147,16,33,30,90,济南,2017-08-13,良
0.4,30,82,9,12,21,41,济南,2017-08-14,优
0.5,51,150,12,25,29,92,济南,2017-08-15,良
0.7,83,177,12,45,39,116,济南,2017-08-16,轻度污染
0.6,55,166,8,24,35,106,济南,2017-08-17,轻度污染
0.9,86,127,9,40,57,73,济南,2017-08-18,良
1.2,86,139,12,42,47,83,济南,2017-08-19,良
0.9,87,139,13,50,32,83,济南,2017-08-20,良
0.7,77,186,12,38,43,124,济南,2017-08-21,轻度污染
0.7,73,153,11,42,31,95,济南,2017-08-22,良
0.6,58,108,10,33,28,57,济南,2017-08-23,良
0.7,58,140,12,30,26,84,济南,2017-08-24,良
1.2,90,133,21,35,59,78,济南,2017-08-25,良
0.8,80,77,13,26,68,85,济南,2017-08-26,良
0.9,103,131,16,39,56,77,济南,2017-08-27,良
0.7,39,90,9,20,26,45,济南,2017-08-28,优
1.1,69,67,13,37,41,60,济南,2017-08-29,良
0.6,33,99,8,18,26,50,济南,2017-08-30,优
0.5,55,136,9,28,31,80,济南,2017-08-31,良
0.6,78,144,10,39,44,87,济南,2017-09-01,良
0.8,85,163,12,39,56,103,济南,2017-09-02,轻度污染
0.8,89,149,12,44,52,91,济南,2017-09-03,良
0.6,57,114,10,26,36,62,济南,2017-09-04,良
0.7,53,113,10,28,42,61,济南,2017-09-05,良
0.6,60,121,10,36,32,68,济南,2017-09-06,良
0.6,59,162,10,31,22,102,济南,2017-09-07,轻度污染
0.6,68,160,11,33,26,100,济南,2017-09-08,良
0.8,86,188,13,42,40,126,济南,2017-09-09,轻度污染
0.6,71,90,11,32,42,61,济南,2017-09-10,良
0.8,89,157,12,38,51,98,济南,2017-09-11,良
0.9,101,190,12,38,56,128,济南,2017-09-12,轻度污染
0.8,87,210,12,32,45,146,济南,2017-09-13,轻度污染
0.7,90,160,11,29,61,100,济南,2017-09-14,良
0.9,122,230,16,44,66,165,济南,2017-09-15,中度污染
1.0,128,138,16,58,49,89,济南,2017-09-16,良
1.0,127,175,15,58,68,114,济南,2017-09-17,轻度污染
1.0,154,218,22,75,52,153,济南,2017-09-18,中度污染
0.9,114,168,21,43,51,108,济南,2017-09-19,轻度污染
0.9,109,160,19,26,72,100,济南,2017-09-20,良
0.8,104,186,20,42,35,124,济南,2017-09-21,轻度污染
0.7,134,152,14,43,39,94,济南,2017-09-22,良
0.8,142,194,17,52,48,131,济南,2017-09-23,轻度污染
0.7,82,162,14,42,24,102,济南,2017-09-24,轻度污染
0.7,76,110,11,37,34,63,济南,2017-09-25,良
0.9,85,105,16,40,42,68,济南,2017-09-26,良
0.7,68,96,20,18,38,59,济南,2017-09-27,良
0.6,84,77,15,20,55,69,济南,2017-09-28,良
0.7,119,142,15,45,46,85,济南,2017-09-29,良
0.6,82,167,15,37,30,107,济南,2017-09-30,轻度污染
0.7,70,108,13,40,36,60,济南,2017-10-01,良
0.7,67,84,18,19,28,59,济南,2017-10-02,良
1.0,66,24,19,25,53,67,济南,2017-10-03,良
0.8,68,66,14,29,44,59,济南,2017-10-04,良
0.7,66,105,15,29,43,58,济南,2017-10-05,良
0.9,120,127,18,52,61,85,济南,2017-10-06,良
1.4,148,38,14,84,78,112,济南,2017-10-07,轻度污染
2.1,138,20,12,92,62,122,济南,2017-10-08,轻度污染
1.8,76,19,11,45,42,63,济南,2017-10-09,良
0.6,15,52,6,8,23,29,济南,2017-10-10,优
0.8,46,65,10,24,39,49,济南,2017-10-11,优
1.1,87,76,17,45,49,69,济南,2017-10-12,良
0.8,111,94,10,61,52,83,济南,2017-10-13,良
1.5,201,84,20,112,79,147,济南,2017-10-14,轻度污染
1.4,166,81,14,92,80,122,济南,2017-10-15,轻度污染
1.7,206,106,30,119,76,156,济南,2017-10-16,中度污染
1.6,165,46,18,87,81,115,济南,2017-10-17,轻度污染
1.0,106,86,14,61,53,83,济南,2017-10-18,良
1.2,125,107,12,74,52,99,济南,2017-10-19,良
1.2,125,136,12,73,56,98,济南,2017-10-20,良
1.1,134,146,14,76,61,102,济南,2017-10-21,轻度污染
1.0,119,96,18,56,39,85,济南,2017-10-22,良
1.1,75,77,21,26,54,68,济南,2017-10-23,良
1.0,90,76,14,31,63,79,济南,2017-10-24,良
1.2,152,61,20,62,79,101,济南,2017-10-25,轻度污染
0.9,138,98,26,64,65,94,济南,2017-10-26,良
1.0,157,130,19,82,63,109,济南,2017-10-27,轻度污染
0.9,174,150,15,85,37,113,济南,2017-10-28,轻度污染
0.4,52,68,6,8,29,51,济南,2017-10-29,良
0.6,87,69,12,24,51,69,济南,2017-10-30,良
0.6,114,76,18,42,42,82,济南,2017-10-31,良
0.9,148,85,21,64,57,99,济南,2017-11-01,良
1.4,227,102,29,124,68,163,济南,2017-11-02,中度污染
0.8,102,86,18,42,34,76,济南,2017-11-03,良
0.7,74,81,13,25,42,62,济南,2017-11-04,良
0.6,86,92,18,35,36,68,济南,2017-11-05,良
0.7,97,113,18,42,45,74,济南,2017-11-06,良
1.1,192,109,22,93,63,123,济南,2017-11-07,轻度污染
1.4,238,68,24,88,93,144,济南,2017-11-08,轻度污染
0.6,120,94,16,30,34,85,济南,2017-11-09,良
0.6,99,65,14,31,34,75,济南,2017-11-10,良
0.8,84,41,18,24,55,69,济南,2017-11-11,良
0.7,114,68,23,46,40,82,济南,2017-11-12,良
0.8,133,66,23,62,52,92,济南,2017-11-13,良
1.2,103,51,33,31,56,77,济南,2017-11-14,良
1.2,132,58,27,49,60,91,济南,2017-11-15,良
1.8,202,17,28,90,89,126,济南,2017-11-16,轻度污染
1.4,188,48,26,75,59,119,济南,2017-11-17,轻度污染
0.5,42,57,9,14,32,42,济南,2017-11-18,优
0.8,99,30,21,42,65,82,济南,2017-11-19,良
1.0,171,31,19,98,64,129,济南,2017-11-20,轻度污染
0.8,142,86,21,81,42,108,济南,2017-11-21,轻度污染
0.7,126,64,17,45,50,88,济南,2017-11-22,良
1.0,104,60,30,34,56,77,济南,2017-11-23,良
0.6,84,50,18,23,39,67,济南,2017-11-24,良
0.8,171,65,30,70,53,111,济南,2017-11-25,轻度污染
1.1,134,65,35,58,59,92,济南,2017-11-26,良
1.1,140,89,27,60,60,95,济南,2017-11-27,良
1.0,181,70,22,81,50,116,济南,2017-11-28,轻度污染
1.1,106,33,36,36,55,78,济南,2017-11-29,良
1.1,130,68,29,54,56,90,济南,2017-11-30,良
1.3,166,37,33,84,72,112,济南,2017-12-01,轻度污染
0.9,174,92,24,99,42,130,济南,2017-12-02,轻度污染
1.4,203,42,29,126,68,166,济南,2017-12-03,中度污染
0.7,62,62,23,24,44,56,济南,2017-12-04,良
0.9,100,58,26,45,47,75,济南,2017-12-05,良
1.2,154,74,32,95,64,125,济南,2017-12-06,轻度污染
1.5,175,50,35,94,74,124,济南,2017-12-07,轻度污染
0.7,80,50,20,27,42,65,济南,2017-12-08,良
0.8,126,65,27,55,54,88,济南,2017-12-09,良
1.4,157,54,40,83,70,110,济南,2017-12-10,轻度污染
1.1,122,57,37,38,55,86,济南,2017-12-11,良
1.2,92,37,45,38,62,78,济南,2017-12-12,良
2.0,189,17,64,94,79,124,济南,2017-12-13,轻度污染
1.8,176,6,30,125,68,165,济南,2017-12-14,中度污染
1.6,175,14,27,135,61,179,济南,2017-12-15,中度污染
1.3,113,53,29,62,54,84,济南,2017-12-16,良
0.8,82,55,25,32,43,66,济南,2017-12-17,良
1.3,123,45,45,58,62,87,济南,2017-12-18,良
1.0,102,50,32,41,51,76,济南,2017-12-19,良
1.2,130,54,38,64,61,90,济南,2017-12-20,良
0.8,102,71,26,40,42,76,济南,2017-12-21,良
1.1,150,77,38,88,63,117,济南,2017-12-22,轻度污染
2.4,220,14,69,134,103,178,济南,2017-12-23,中度污染
1.2,153,70,33,70,56,102,济南,2017-12-24,轻度污染
1.1,105,62,32,37,56,78,济南,2017-12-25,良
1.7,192,37,52,84,83,121,济南,2017-12-26,轻度污染
1.6,189,74,40,94,73,124,济南,2017-12-27,轻度污染
2.2,250,40,42,153,98,203,济南,2017-12-28,重度污染
3.1,379,7,32,260,83,310,济南,2017-12-29,严重污染
2.4,410,27,30,230,73,286,济南,2017-12-30,重度污染
1.6,195,60,29,108,60,142,济南,2017-12-31,轻度污染
2.0,256,39,55,121,87,159,济南,2018-01-01,中度污染
1.9,230,27,53,127,62,168,济南,2018-01-02,中度污染
1.0,69,48,33,31,44,60,济南,2018-01-03,良
1.2,79,21,41,36,56,70,济南,2018-01-04,良
1.4,110,41,39,59,69,87,济南,2018-01-05,良
1.5,156,52,44,81,78,108,济南,2018-01-06,轻度污染
1.6,161,26,29,124,69,163,济南,2018-01-07,中度污染
0.9,133,73,20,56,41,92,济南,2018-01-08,良
0.8,93,62,27,24,43,72,济南,2018-01-09,良
0.8,64,60,25,19,50,63,济南,2018-01-10,良
0.7,50,57,22,14,33,50,济南,2018-01-11,优
0.8,79,57,23,33,43,65,济南,2018-01-12,良
0.7,89,98,23,44,35,70,济南,2018-01-13,良
1.2,133,88,37,70,59,94,济南,2018-01-14,良
2.4,233,10,58,141,107,188,济南,2018-01-15,中度污染
2.2,262,34,65,150,92,200,济南,2018-01-16,中度污染
2.2,304,56,41,210,84,260,济南,2018-01-17,重度污染
3.1,331,16,72,204,113,254,济南,2018-01-18,重度污染
1.8,290,83,30,211,64,261,济南,2018-01-19,重度污染
1.7,225,74,38,153,86,203,济南,2018-01-20,重度污染
2.2,279,19,47,181,85,231,济南,2018-01-21,重度污染
0.8,83,38,18,49,39,68,济南,2018-01-22,良
0.9,63,62,27,31,39,57,济南,2018-01-23,良
1.0,78,68,34,35,50,64,济南,2018-01-24,良
1.1,91,60,40,46,52,71,济南,2018-01-25,良
1.0,86,60,27,46,51,68,济南,2018-01-26,良
