co,pm10,o3,so2,pm25,no2,aqi,city_name,date,grade
1.2,173,145,21,130,92,172,杭州,2017-02-26,中度污染
1.1,178,137,28,130,84,172,杭州,2017-02-27,中度污染
0.8,105,119,21,68,72,92,杭州,2017-02-28,良
0.7,105,105,15,54,47,78,杭州,2017-03-01,良
0.6,91,88,15,46,40,71,杭州,2017-03-02,良
0.8,109,100,18,64,76,95,杭州,2017-03-03,良
1.0,139,90,17,86,87,114,杭州,2017-03-04,轻度污染
0.8,103,70,12,68,59,92,杭州,2017-03-05,良
0.8,76,90,13,52,46,72,杭州,2017-03-06,良
0.9,104,96,18,64,76,95,杭州,2017-03-07,良
0.9,123,102,16,82,58,109,杭州,2017-03-08,轻度污染
1.0,137,117,20,91,79,120,杭州,2017-03-09,轻度污染
0.9,102,90,14,67,68,90,杭州,2017-03-10,良
0.7,49,74,9,32,43,54,杭州,2017-03-11,良
0.9,74,38,10,48,62,78,杭州,2017-03-12,良
0.7,36,82,8,26,34,43,杭州,2017-03-13,优
0.7,63,99,17,39,44,57,杭州,2017-03-14,良
0.8,77,125,16,46,55,71,杭州,2017-03-15,良
0.7,82,73,12,56,53,77,杭州,2017-03-16,良
0.7,70,95,15,47,52,65,杭州,2017-03-17,良
0.9,120,21,18,79,74,105,杭州,2017-03-18,轻度污染
0.8,73,68,10,43,50,63,杭州,2017-03-19,良
1.0,36,52,8,25,42,53,杭州,2017-03-20,良
0.9,89,132,11,65,39,88,杭州,2017-03-21,良
0.8,83,90,11,59,48,80,杭州,2017-03-22,良
0.8,61,56,12,43,50,63,杭州,2017-03-23,良
0.7,45,64,9,33,53,67,杭州,2017-03-24,良
0.9,87,97,11,54,38,74,杭州,2017-03-25,良
0.8,83,123,13,41,46,70,杭州,2017-03-26,良
0.8,90,128,16,45,63,79,杭州,2017-03-27,良
0.8,88,98,14,42,57,72,杭州,2017-03-28,良
1.1,188,106,17,121,56,159,杭州,2017-03-29,中度污染
0.7,57,75,9,37,42,54,杭州,2017-03-30,良
0.7,46,114,11,33,41,62,杭州,2017-03-31,良
1.0,109,131,12,80,54,107,杭州,2017-04-01,轻度污染
0.9,88,137,13,56,62,81,杭州,2017-04-02,良
0.9,89,147,16,55,62,90,杭州,2017-04-03,良
0.8,71,156,14,42,43,97,杭州,2017-04-04,良
0.8,80,117,14,48,44,67,杭州,2017-04-05,良
1.2,160,101,24,106,82,139,杭州,2017-04-06,轻度污染
0.9,70,36,9,47,56,70,杭州,2017-04-07,良
1.0,97,147,11,66,50,90,杭州,2017-04-08,良
0.8,40,94,7,26,35,47,杭州,2017-04-09,优
0.9,26,63,7,17,41,52,杭州,2017-04-10,良
0.9,42,61,7,30,34,43,杭州,2017-04-11,优
0.9,65,126,12,38,52,72,杭州,2017-04-12,良
0.9,88,163,14,43,66,103,杭州,2017-04-13,轻度污染
0.9,84,157,17,44,63,98,杭州,2017-04-14,良
1.0,94,173,16,50,64,112,杭州,2017-04-15,轻度污染
1.0,100,140,16,55,64,84,杭州,2017-04-16,良
0.9,41,102,8,23,35,52,杭州,2017-04-17,良
0.7,110,120,11,38,32,80,杭州,2017-04-18,良
0.8,124,159,15,46,45,100,杭州,2017-04-19,良
0.9,95,120,8,56,27,77,杭州,2017-04-20,良
1.0,95,108,13,48,32,73,杭州,2017-04-21,良
0.8,87,154,13,39,34,95,杭州,2017-04-22,良
0.9,103,195,20,56,46,132,杭州,2017-04-23,轻度污染
1.0,105,195,15,59,56,132,杭州,2017-04-24,轻度污染
1.0,103,118,12,58,64,80,杭州,2017-04-25,良
0.6,40,94,8,25,29,47,杭州,2017-04-26,优
0.7,58,147,14,31,51,90,杭州,2017-04-27,良
0.8,71,174,12,41,53,113,杭州,2017-04-28,轻度污染
0.8,70,182,12,41,52,120,杭州,2017-04-29,轻度污染
0.8,74,180,15,43,52,119,杭州,2017-04-30,轻度污染
1.0,103,138,14,59,67,84,杭州,2017-05-01,良
0.7,42,83,7,28,28,42,杭州,2017-05-02,优
0.7,44,101,9,28,31,51,杭州,2017-05-03,良
0.8,38,60,7,24,41,52,杭州,2017-05-04,良
0.8,46,100,8,28,37,50,杭州,2017-05-05,优
0.9,81,164,12,49,49,104,杭州,2017-05-06,轻度污染
1.0,134,184,15,62,55,122,杭州,2017-05-07,轻度污染
1.0,119,50,9,59,65,85,杭州,2017-05-08,良
0.8,58,137,8,28,41,81,杭州,2017-05-09,良
0.8,73,173,10,36,53,112,杭州,2017-05-10,轻度污染
0.8,78,176,14,44,47,115,杭州,2017-05-11,轻度污染
0.7,55,110,8,36,36,59,杭州,2017-05-12,良
0.7,48,150,8,26,39,92,杭州,2017-05-13,良
0.8,83,224,13,48,40,159,杭州,2017-05-14,中度污染
0.6,61,124,10,35,24,70,杭州,2017-05-15,良
0.7,55,59,13,25,55,69,杭州,2017-05-16,良
0.8,74,185,12,39,48,123,杭州,2017-05-17,轻度污染
0.8,78,210,12,40,55,146,杭州,2017-05-18,轻度污染
0.8,78,175,12,43,52,114,杭州,2017-05-19,轻度污染
0.8,79,164,10,46,49,104,杭州,2017-05-20,轻度污染
0.7,55,157,10,33,32,98,杭州,2017-05-21,良
0.8,71,181,13,43,36,120,杭州,2017-05-22,轻度污染
0.9,75,62,8,52,49,72,杭州,2017-05-23,良
0.8,49,71,7,33,30,49,杭州,2017-05-24,优
0.8,49,166,11,26,47,106,杭州,2017-05-25,轻度污染
0.9,83,234,13,49,53,169,杭州,2017-05-26,中度污染
1.0,96,254,14,58,55,189,杭州,2017-05-27,中度污染
0.9,81,241,14,44,56,176,杭州,2017-05-28,中度污染
0.8,65,190,13,34,44,128,杭州,2017-05-29,轻度污染
0.8,64,176,10,39,36,115,杭州,2017-05-30,轻度污染
1.1,109,181,13,75,52,120,杭州,2017-05-31,轻度污染
1.1,116,128,10,78,53,104,杭州,2017-06-01,轻度污染
0.8,75,170,9,50,30,110,杭州,2017-06-02,轻度污染
0.7,61,185,12,35,31,123,杭州,2017-06-03,轻度污染
0.6,40,165,13,16,24,105,杭州,2017-06-04,轻度污染
0.7,40,100,10,22,31,50,杭州,2017-06-05,优
0.8,40,73,7,25,33,42,杭州,2017-06-06,优
0.8,48,151,8,31,31,93,杭州,2017-06-07,良
1.0,90,255,12,63,45,190,杭州,2017-06-08,中度污染
1.0,70,72,8,46,47,64,杭州,2017-06-09,良
0.8,34,82,7,22,34,43,杭州,2017-06-10,优
0.6,28,82,6,18,31,41,杭州,2017-06-11,优
0.6,16,92,6,10,24,46,杭州,2017-06-12,优
0.6,17,87,6,11,31,44,杭州,2017-06-13,优
0.6,36,138,9,23,32,82,杭州,2017-06-14,良
0.7,49,159,11,29,40,100,杭州,2017-06-15,良
0.7,53,142,9,36,36,85,杭州,2017-06-16,良
0.6,41,160,9,28,29,100,杭州,2017-06-17,良
0.6,36,125,9,23,26,71,杭州,2017-06-18,良
0.7,36,67,8,24,39,49,杭州,2017-06-19,优
0.8,49,131,8,35,37,76,杭州,2017-06-20,良
1.0,54,50,8,38,51,64,杭州,2017-06-21,良
0.8,44,89,7,31,37,47,杭州,2017-06-22,优
1.0,49,56,7,32,41,52,杭州,2017-06-23,良
0.8,18,37,5,10,33,42,杭州,2017-06-24,优
0.8,25,63,5,18,30,38,杭州,2017-06-25,优
0.8,44,113,6,33,28,61,杭州,2017-06-26,良
0.9,47,130,6,34,28,75,杭州,2017-06-27,良
0.8,43,104,7,29,32,54,杭州,2017-06-28,良
0.8,27,63,5,18,31,39,杭州,2017-06-29,优
0.7,35,106,7,19,31,55,杭州,2017-06-30,良
0.8,54,113,8,31,42,61,杭州,2017-07-01,良
0.8,44,71,6,27,39,49,杭州,2017-07-02,优
0.6,25,98,5,13,22,49,杭州,2017-07-03,优
0.7,26,91,6,13,25,46,杭州,2017-07-04,优
0.8,38,97,7,20,30,49,杭州,2017-07-05,优
0.7,33,111,6,18,24,60,杭州,2017-07-06,良
0.7,37,95,7,21,26,48,杭州,2017-07-07,优
0.6,33,95,7,18,24,48,杭州,2017-07-08,优
0.6,32,75,8,15,24,38,杭州,2017-07-09,优
0.6,31,71,7,15,23,36,杭州,2017-07-10,优
0.6,29,96,6,14,20,48,杭州,2017-07-11,优
0.6,45,137,7,24,25,81,杭州,2017-07-12,良
0.6,47,169,8,26,29,109,杭州,2017-07-13,轻度污染
0.7,54,124,8,28,39,70,杭州,2017-07-14,良
0.7,54,152,8,30,29,94,杭州,2017-07-15,良
0.6,47,167,8,28,22,107,杭州,2017-07-16,轻度污染
0.5,33,123,10,17,21,70,杭州,2017-07-17,良
0.6,38,110,8,18,27,59,杭州,2017-07-18,良
0.6,37,120,9,17,28,67,杭州,2017-07-19,良
0.6,44,142,10,23,31,85,杭州,2017-07-20,良
0.6,51,163,10,31,31,103,杭州,2017-07-21,轻度污染
0.7,64,229,10,40,35,164,杭州,2017-07-22,中度污染
0.7,70,239,11,44,36,174,杭州,2017-07-23,中度污染
0.8,76,246,10,49,37,181,杭州,2017-07-24,中度污染
0.8,77,240,12,47,34,175,杭州,2017-07-25,中度污染
1.0,100,268,10,64,32,201,杭州,2017-07-26,重度污染
0.8,78,236,10,49,32,171,杭州,2017-07-27,中度污染
0.7,55,194,9,31,30,131,杭州,2017-07-28,轻度污染
0.6,40,124,10,23,18,70,杭州,2017-07-29,良
0.7,31,78,8,17,18,39,杭州,2017-07-30,优
0.7,31,94,8,14,15,47,杭州,2017-07-31,优
0.7,29,67,6,16,24,34,杭州,2017-08-01,优
0.6,29,108,6,18,20,57,杭州,2017-08-02,良
0.7,42,158,8,28,27,99,杭州,2017-08-03,良
0.7,53,156,8,31,36,97,杭州,2017-08-04,良
0.8,52,152,7,34,29,94,杭州,2017-08-05,良
1.1,55,155,7,40,24,96,杭州,2017-08-06,良
1.1,51,168,8,36,25,108,杭州,2017-08-07,轻度污染
0.7,47,133,7,31,31,78,杭州,2017-08-08,良
0.7,31,67,5,19,36,45,杭州,2017-08-09,优
0.6,31,153,6,18,28,95,杭州,2017-08-10,良
0.8,57,187,8,36,36,125,杭州,2017-08-11,轻度污染
0.7,47,94,6,28,37,47,杭州,2017-08-12,优
0.7,40,118,6,23,28,65,杭州,2017-08-13,良
0.7,34,101,6,19,26,51,杭州,2017-08-14,良
0.8,34,127,6,22,24,73,杭州,2017-08-15,良
0.6,23,94,7,11,24,47,杭州,2017-08-16,优
0.6,34,136,8,18,32,80,杭州,2017-08-17,良
0.6,35,175,7,19,30,114,杭州,2017-08-18,轻度污染
0.7,47,151,8,29,37,93,杭州,2017-08-19,良
0.7,37,63,8,22,36,45,杭州,2017-08-20,优
0.7,48,191,8,30,30,129,杭州,2017-08-21,轻度污染
0.6,31,88,8,17,24,44,杭州,2017-08-22,优
0.5,24,84,6,10,17,42,杭州,2017-08-23,优
0.6,23,117,6,11,23,65,杭州,2017-08-24,良
0.6,30,169,6,18,23,109,杭州,2017-08-25,轻度污染
0.7,27,87,7,15,29,44,杭州,2017-08-26,优
0.7,35,127,7,20,27,73,杭州,2017-08-27,良
0.6,31,133,7,19,26,78,杭州,2017-08-28,良
0.8,50,160,8,31,28,100,杭州,2017-08-29,良
0.6,40,96,9,15,29,48,杭州,2017-08-30,优
0.6,36,121,9,15,26,68,杭州,2017-08-31,良
0.7,44,147,10,23,29,90,杭州,2017-09-01,良
0.7,44,151,10,26,26,93,杭州,2017-09-02,良
0.6,34,148,9,18,25,90,杭州,2017-09-03,良
0.6,37,163,9,20,26,103,杭州,2017-09-04,轻度污染
0.9,76,241,12,47,33,176,杭州,2017-09-05,中度污染
1.4,83,169,9,58,31,109,杭州,2017-09-06,轻度污染
1.0,34,52,7,24,33,42,杭州,2017-09-07,优
0.8,36,64,8,22,42,53,杭州,2017-09-08,良
0.9,42,128,8,27,31,74,杭州,2017-09-09,良
0.9,37,114,7,24,31,62,杭州,2017-09-10,良
1.0,26,45,6,16,27,34,杭州,2017-09-11,优
0.9,35,145,8,22,28,88,杭州,2017-09-12,良
0.8,47,161,9,28,34,101,杭州,2017-09-13,轻度污染
0.6,40,148,10,16,28,90,杭州,2017-09-14,良
0.9,45,74,8,27,31,45,杭州,2017-09-15,优
0.8,46,154,9,23,27,95,杭州,2017-09-16,良
0.9,58,173,12,33,43,112,杭州,2017-09-17,轻度污染
1.0,90,212,11,57,50,148,杭州,2017-09-18,轻度污染
1.2,132,234,13,88,60,169,杭州,2017-09-19,中度污染
0.8,43,66,8,28,40,50,杭州,2017-09-20,优
0.8,24,55,7,16,39,49,杭州,2017-09-21,优
1.0,51,29,9,33,57,72,杭州,2017-09-22,良
0.8,30,90,7,20,38,48,杭州,2017-09-23,优
1.0,66,78,8,44,48,62,杭州,2017-09-24,良
1.3,101,98,10,62,60,84,杭州,2017-09-25,良
1.4,72,95,7,46,52,65,杭州,2017-09-26,良
0.9,44,80,7,28,36,45,杭州,2017-09-27,优
0.7,26,70,6,14,34,43,杭州,2017-09-28,优
0.8,50,47,9,26,59,74,杭州,2017-09-29,良
1.0,50,26,8,34,57,72,杭州,2017-09-30,良
1.0,57,100,7,34,41,54,杭州,2017-10-01,良
1.1,61,40,8,37,37,56,杭州,2017-10-02,良
0.6,46,80,10,15,23,46,杭州,2017-10-03,优
0.5,39,78,10,13,24,39,杭州,2017-10-04,优
0.6,50,47,12,23,43,54,杭州,2017-10-05,良
0.9,71,44,13,40,47,61,杭州,2017-10-06,良
1.1,84,198,17,53,46,135,杭州,2017-10-07,轻度污染
0.9,68,172,11,42,45,111,杭州,2017-10-08,轻度污染
0.8,57,120,9,32,40,67,杭州,2017-10-09,良
0.8,56,98,10,33,30,53,杭州,2017-10-10,良
1.1,34,27,7,21,34,43,杭州,2017-10-11,优
0.6,25,51,7,15,33,42,杭州,2017-10-12,优
0.6,32,54,11,15,40,50,杭州,2017-10-13,优
0.6,38,86,10,18,35,44,杭州,2017-10-14,优
0.6,20,65,6,13,29,37,杭州,2017-10-15,优
0.6,12,65,7,9,26,33,杭州,2017-10-16,优
0.7,32,77,10,17,34,43,杭州,2017-10-17,优
0.9,60,71,11,30,45,57,杭州,2017-10-18,良
0.8,54,52,12,29,44,55,杭州,2017-10-19,良
0.9,59,82,14,33,48,60,杭州,2017-10-20,良
1.0,62,140,12,37,43,84,杭州,2017-10-21,良
1.2,84,145,12,58,36,88,杭州,2017-10-22,良
0.9,66,74,14,37,44,58,杭州,2017-10-23,良
0.9,73,104,14,36,55,69,杭州,2017-10-24,良
0.8,80,118,12,46,60,75,杭州,2017-10-25,良
0.8,76,105,11,46,64,80,杭州,2017-10-26,良
0.9,96,113,16,58,67,84,杭州,2017-10-27,良
0.9,69,105,14,40,54,68,杭州,2017-10-28,良
1.0,97,89,15,54,43,74,杭州,2017-10-29,良
0.9,60,84,14,26,46,58,杭州,2017-10-30,良
0.9,78,99,12,41,57,72,杭州,2017-10-31,良
0.9,89,94,11,49,71,89,杭州,2017-11-01,良
1.1,102,106,12,58,81,101,杭州,2017-11-02,轻度污染
1.1,130,142,15,76,58,102,杭州,2017-11-03,轻度污染
0.6,46,84,12,22,36,46,杭州,2017-11-04,优
0.8,68,48,13,33,58,73,杭州,2017-11-05,良
1.1,109,31,10,63,72,90,杭州,2017-11-06,良
1.2,99,17,10,57,69,87,杭州,2017-11-07,良
1.2,126,124,16,83,59,110,杭州,2017-11-08,轻度污染
0.8,83,97,14,39,56,70,杭州,2017-11-09,良
1.0,112,53,15,60,66,83,杭州,2017-11-10,良
0.8,65,68,14,26,40,58,杭州,2017-11-11,良
0.7,67,55,13,31,53,67,杭州,2017-11-12,良
0.9,98,61,13,54,61,77,杭州,2017-11-13,良
1.3,96,17,13,67,65,90,杭州,2017-11-14,良
1.0,67,30,11,44,63,79,杭州,2017-11-15,良
0.8,31,42,7,21,48,60,杭州,2017-11-16,良
0.8,30,21,7,20,51,64,杭州,2017-11-17,良
0.7,34,64,8,16,28,35,杭州,2017-11-18,优
0.8,56,54,11,29,44,55,杭州,2017-11-19,良
0.9,58,44,11,38,46,58,杭州,2017-11-20,良
1.0,72,11,11,47,63,79,杭州,2017-11-21,良
1.0,69,72,12,50,46,69,杭州,2017-11-22,良
1.1,117,68,16,74,59,99,杭州,2017-11-23,良
1.0,95,55,11,45,65,82,杭州,2017-11-24,良
0.8,76,57,10,37,58,73,杭州,2017-11-25,良
0.9,99,59,13,54,63,79,杭州,2017-11-26,良
1.2,148,100,14,85,63,113,杭州,2017-11-27,轻度污染
1.2,122,46,11,72,74,97,杭州,2017-11-28,良
1.3,119,20,11,79,68,105,杭州,2017-11-29,轻度污染
0.7,43,40,9,21,41,52,杭州,2017-11-30,良
0.9,79,49,14,41,56,70,杭州,2017-12-01,良
1.1,118,18,15,67,73,92,杭州,2017-12-02,良
1.3,129,10,12,72,75,97,杭州,2017-12-03,良
1.3,145,70,15,98,54,129,杭州,2017-12-04,轻度污染
1.0,78,62,15,50,52,69,杭州,2017-12-05,良
1.2,124,38,13,78,74,104,杭州,2017-12-06,轻度污染
1.6,182,13,19,120,93,158,杭州,2017-12-07,中度污染
1.1,95,56,17,65,61,88,杭州,2017-12-08,良
1.0,78,50,11,48,62,78,杭州,2017-12-09,良
1.2,103,69,15,59,62,80,杭州,2017-12-10,良
1.3,120,55,19,70,69,94,杭州,2017-12-11,良
1.1,101,73,13,63,57,85,杭州,2017-12-12,良
0.7,53,55,11,26,51,64,杭州,2017-12-13,良
0.9,62,21,8,40,58,73,杭州,2017-12-14,良
0.9,44,8,9,30,60,75,杭州,2017-12-15,良
1.3,97,34,10,82,48,109,杭州,2017-12-16,轻度污染
1.2,83,54,15,59,53,80,杭州,2017-12-17,良
1.2,91,44,12,53,62,78,杭州,2017-12-18,良
1.3,108,38,14,62,66,84,杭州,2017-12-19,良
1.1,99,56,12,57,62,78,杭州,2017-12-20,良
1.2,123,43,16,70,76,95,杭州,2017-12-21,良
1.3,149,50,15,92,87,122,杭州,2017-12-22,轻度污染
1.6,169,15,14,100,99,132,杭州,2017-12-23,轻度污染
1.2,157,80,22,94,58,124,杭州,2017-12-24,轻度污染
1.1,137,55,17,71,73,95,杭州,2017-12-25,良
1.3,182,58,16,105,91,138,杭州,2017-12-26,轻度污染
1.1,135,54,15,78,75,104,杭州,2017-12-27,轻度污染
1.4,139,6,12,84,80,112,杭州,2017-12-28,轻度污染
1.1,82,6,9,51,68,85,杭州,2017-12-29,良
1.3,137,57,12,108,58,142,杭州,2017-12-30,轻度污染
1.8,238,85,12,186,64,236,杭州,2017-12-31,重度污染
1.5,187,104,13,118,64,155,杭州,2018-01-01,中度污染
1.3,151,25,15,89,85,118,杭州,2018-01-02,轻度污染
0.8,55,40,9,33,52,65,杭州,2018-01-03,良
0.6,21,35,7,15,48,60,杭州,2018-01-04,良
0.9,36,26,10,28,45,57,杭州,2018-01-05,良
1.1,94,30,17,76,64,102,杭州,2018-01-06,轻度污染
1.2,40,11,9,31,53,67,杭州,2018-01-07,良
1.1,66,69,12,58,31,79,杭州,2018-01-08,良
0.7,47,78,9,24,43,54,杭州,2018-01-09,良
0.7,51,74,11,24,40,51,杭州,2018-01-10,良
0.8,75,63,17,38,53,67,杭州,2018-01-11,良
1.0,87,45,21,51,60,75,杭州,2018-01-12,良
1.1,128,23,18,78,83,104,杭州,2018-01-13,轻度污染
1.2,125,32,16,78,80,104,杭州,2018-01-14,轻度污染
1.0,98,48,13,55,68,85,杭州,2018-01-15,良
1.2,131,17,23,80,79,107,杭州,2018-01-16,轻度污染
1.4,184,26,18,140,79,186,杭州,2018-01-17,中度污染
1.1,164,20,13,115,67,150,杭州,2018-01-18,轻度污染
1.2,172,10,15,116,76,152,杭州,2018-01-19,中度污染
1.3,134,26,13,92,70,122,杭州,2018-01-20,轻度污染
1.0,78,39,11,55,61,77,杭州,2018-01-21,良
0.8,44,61,10,29,48,60,杭州,2018-01-22,良
1.2,137,22,14,89,60,118,杭州,2018-01-23,轻度污染
0.7,62,40,11,41,48,60,杭州,2018-01-24,良
0.7,33,33,10,25,49,62,杭州,2018-01-25,良
0.7,35,52,12,26,35,44,杭州,2018-01-26,优
0.8,46,30,12,33,54,68,杭州,2018-01-27,良
1.0,42,26,11,32,47,59,杭州,2018-01-28,良
1.3,130,97,18,109,38,143,杭州,2018-01-29,轻度污染
1.5,157,56,14,128,78,169,杭州,2018-01-30,中度污染
1.5,176,46,24,135,91,179,杭州,2018-01-31,中度污染
1.3,143,72,16,108,73,142,杭州,2018-02-01,轻度污染
1.2,145,82,18,102,71,134,杭州,2018-02-02,轻度污染
0.8,77,63,16,42,41,64,杭州,2018-02-03,良
0.8,82,66,18,50,48,69,杭州,2018-02-04,良
0.9,96,77,16,58,58,79,杭州,2018-02-05,良
1.0,110,62,16,68,63,92,杭州,2018-02-06,良
1.0,109,55,12,71,66,95,杭州,2018-02-07,良
1.2,173,73,16,124,67,163,杭州,2018-02-08,中度污染
1.4,180,33,12,138,70,183,杭州,2018-02-09,中度污染
1.3,130,62,13,98,54,129,杭州,2018-02-10,轻度污染
1.0,122,89,10,56,41,86,杭州,2018-02-11,良
0.7,92,89,13,29,30,71,杭州,2018-02-12,良
0.8,64,95,9,31,38,57,杭州,2018-02-13,良
0.9,86,76,10,49,45,68,杭州,2018-02-14,良
1.0,118,60,12,74,33,99,杭州,2018-02-15,良
0.7,58,57,8,42,20,59,杭州,2018-02-16,良
0.8,58,104,9,46,19,64,杭州,2018-02-17,良
0.9,57,50,8,42,29,59,杭州,2018-02-18,良
0.8,23,49,7,18,23,29,杭州,2018-02-19,优
1.0,63,69,8,52,24,72,杭州,2018-02-20,良
0.9,49,72,9,39,24,55,杭州,2018-02-21,良
1.0,66,66,9,52,31,72,杭州,2018-02-22,良
0.9,39,82,8,30,30,43,杭州,2018-02-23,优
1.0,68,18,9,50,55,69,杭州,2018-02-24,良
1.0,66,69,9,48,36,67,杭州,2018-02-25,良
0.8,54,86,8,38,35,54,杭州,2018-02-26,良
0.8,55,89,9,36,44,55,杭州,2018-02-27,良
0.9,37,69,8,24,42,53,杭州,2018-02-28,良
1.0,69,114,9,49,38,68,杭州,2018-03-01,良
0.8,45,80,6,30,41,52,杭州,2018-03-02,良
1.0,48,82,8,34,48,60,杭州,2018-03-03,良
1.0,56,88,8,36,48,60,杭州,2018-03-04,良
0.8,36,60,7,22,34,43,杭州,2018-03-05,优
0.8,51,94,9,25,31,51,杭州,2018-03-06,良
0.8,41,59,7,24,44,55,杭州,2018-03-07,良
0.8,50,78,7,38,28,54,杭州,2018-03-08,良
1.1,123,103,12,97,51,128,杭州,2018-03-09,轻度污染
1.0,114,110,11,84,63,112,杭州,2018-03-10,轻度污染
1.0,111,132,12,76,68,102,杭州,2018-03-11,轻度污染
1.0,92,114,11,52,76,95,杭州,2018-03-12,良
0.9,80,126,12,42,63,79,杭州,2018-03-13,良
1.0,96,40,12,50,80,100,杭州,2018-03-14,良
1.2,106,26,9,65,79,99,杭州,2018-03-15,良
0.8,44,52,6,28,38,48,杭州,2018-03-16,优
0.7,59,81,8,30,40,55,杭州,2018-03-17,良
1.1,63,8,8,38,58,73,杭州,2018-03-18,良
0.9,40,43,7,28,37,47,杭州,2018-03-19,优
1.0,43,62,6,33,29,48,杭州,2018-03-20,优
1.0,54,61,6,34,31,52,杭州,2018-03-21,良
1.0,82,86,9,48,55,69,杭州,2018-03-22,良
1.0,97,111,10,55,58,75,杭州,2018-03-23,良
1.0,127,130,12,65,73,92,杭州,2018-03-24,良
0.9,109,98,12,55,68,85,杭州,2018-03-25,良
0.9,74,78,8,43,55,69,杭州,2018-03-26,良
0.9,67,130,8,41,45,75,杭州,2018-03-27,良
0.9,78,159,11,42,56,100,杭州,2018-03-28,良
0.8,85,150,12,44,63,92,杭州,2018-03-29,良
0.7,67,96,10,38,40,59,杭州,2018-03-30,良
0.7,76,118,10,45,47,65,杭州,2018-03-31,良
0.9,90,153,11,46,63,95,杭州,2018-04-01,良
1.1,110,53,10,60,81,101,杭州,2018-04-02,轻度污染
0.6,72,118,16,40,19,65,海口,2013-12-02,良
0.9,64,112,8,36,16,60,海口,2013-12-03,良
0.6,82,144,12,55,14,87,海口,2013-12-04,良
1.0,87,142,13,60,17,85,海口,2013-12-05,良
0.6,83,123,16,53,20,73,海口,2013-12-06,良
1.2,113,128,19,82,38,108,海口,2013-12-07,轻度污染
0.8,96,148,10,71,32,95,海口,2013-12-08,良
1.1,103,124,11,75,19,100,海口,2013-12-09,良
1.2,167,107,17,131,27,173,海口,2013-12-10,中度污染
1.5,166,99,19,127,18,167,海口,2013-12-11,中度污染
1.1,124,79,16,92,22,122,海口,2013-12-12,轻度污染
1.4,94,35,9,73,28,98,海口,2013-12-13,良
1.0,83,48,7,60,20,81,海口,2013-12-14,良
1.1,23,45,5,18,20,26,海口,2013-12-15,优
0.9,7,34,5,7,13,17,海口,2013-12-16,优
0.8,18,33,6,11,13,18,海口,2013-12-17,优
0.7,37,48,10,29,15,41,海口,2013-12-18,优
0.8,34,53,8,22,14,34,海口,2013-12-19,优
0.5,45,63,10,29,14,45,海口,2013-12-20,优
1.0,66,59,16,46,16,64,海口,2013-12-21,良
0.8,97,86,18,75,15,100,海口,2013-12-22,良
1.1,97,90,18,75,16,100,海口,2013-12-23,良
0.8,87,102,17,63,17,85,海口,2013-12-24,良
1.0,82,102,17,60,17,81,海口,2013-12-25,良
0.8,90,106,17,65,21,87,海口,2013-12-26,良
1.2,115,111,24,88,18,116,海口,2013-12-27,轻度污染
1.2,149,111,31,121,19,159,海口,2013-12-28,中度污染
1.1,104,101,22,77,20,102,海口,2013-12-29,轻度污染
0.8,87,102,18,58,30,79,海口,2013-12-30,良
1.3,122,119,22,88,39,117,海口,2013-12-31,轻度污染
1.4,150,129,17,115,65,150,海口,2014-01-01,轻度污染
1.7,105,140,14,99,48,130,海口,2014-01-02,轻度污染
0.9,71,89,6,48,27,66,海口,2014-01-03,良
1.3,118,122,16,91,34,120,海口,2014-01-04,轻度污染
1.2,143,113,15,116,26,152,海口,2014-01-05,中度污染
1.2,108,102,6,71,16,95,海口,2014-01-06,良
0.7,68,67,5,42,20,59,海口,2014-01-07,良
0.8,44,36,4,25,14,44,海口,2014-01-08,优
1.3,66,61,8,48,17,66,海口,2014-01-09,良
1.1,58,65,6,34,16,54,海口,2014-01-10,良
0.6,47,60,4,22,8,47,海口,2014-01-11,优
1.0,72,112,9,50,8,68,海口,2014-01-12,良
1.1,69,105,10,51,12,70,海口,2014-01-13,良
1.2,82,65,14,67,16,90,海口,2014-01-14,良
0.8,69,90,10,51,16,70,海口,2014-01-15,良
0.8,54,100,6,29,9,52,海口,2014-01-16,良
0.7,77,144,10,53,16,87,海口,2014-01-17,良
1.1,111,127,14,84,31,111,海口,2014-01-18,轻度污染
0.7,90,115,11,62,18,84,海口,2014-01-19,良
1.0,97,147,11,67,15,90,海口,2014-01-20,良
1.0,137,119,20,107,18,140,海口,2014-01-21,轻度污染
0.6,90,121,13,48,13,70,海口,2014-01-22,良
0.7,84,114,9,53,28,73,海口,2014-01-23,良
0.8,52,75,5,27,21,51,海口,2014-01-24,良
0.5,41,63,6,23,19,41,海口,2014-01-25,优
1.0,49,89,6,31,13,49,海口,2014-01-26,优
0.6,58,92,6,37,13,54,海口,2014-01-27,良
0.8,51,67,4,26,10,50,海口,2014-01-28,优
0.5,47,78,5,28,10,47,海口,2014-01-29,优
0.8,49,81,7,30,10,49,海口,2014-01-30,优
0.5,81,72,11,60,7,81,海口,2014-01-31,良
0.4,37,56,5,25,8,37,海口,2014-02-01,优
0.5,31,40,6,21,11,31,海口,2014-02-02,优
0.4,32,36,4,21,16,32,海口,2014-02-03,优
0.4,30,41,5,19,10,30,海口,2014-02-04,优
0.8,29,52,3,16,8,29,海口,2014-02-05,优
0.5,18,43,3,8,7,22,海口,2014-02-06,优
0.4,22,16,3,11,9,22,海口,2014-02-07,优
