co,pm10,grade,o3,date,so2,pm25,city_name,aqi,no2
14,44,39~162,47,2018-02,63,良,上海,73,0.77500000000000002
12,41,42~120,45,2018-03,54,良,上海,70,0.63500000000000001
17,44,82~94,49,2018-04,104,良,上海,88,0.65000000000000002
32,91,20~239,71,2013-12,148,轻度污染,温州,120,1.6669999999999998
21,76,44~269,63,2014-01,119,轻度污染,温州,103,1.423
13,38,12~97,42,2014-02,52,良,温州,54,1.179
21,56,31~149,64,2014-03,91,良,温州,78,1.587
20,50,34~121,70,2014-04,87,良,温州,73,1.3169999999999999
17,53,35~131,63,2014-05,90,良,温州,82,1.2649999999999999
13,37,23~146,38,2014-06,60,良,温州,65,0.94999999999999996
9,28,28~105,29,2014-07,51,良,温州,54,0.77700000000000002
9,31,29~93,38,2014-08,48,良,温州,55,1.006
10,32,29~114,34,2014-09,50,良,温州,65,0.92700000000000005
16,47,45~141,42,2014-10,78,良,温州,75,0.877
19,47,27~108,52,2014-11,76,良,温州,68,1.133
28,59,51~122,61,2014-12,100,良,温州,82,1.0940000000000001
26,73,22~193,67,2015-01,117,良,温州,100,1.155
9,51,25~136,40,2015-02,75,良,温州,72,0.81099999999999994
17,45,24~105,52,2015-03,71,良,温州,66,0.87400000000000011
21,55,40~162,60,2015-04,96,良,温州,82,1.0900000000000001
18,46,38~95,47,2015-05,76,良,温州,72,0.93200000000000005
15,40,41~116,39,2015-06,71,良,温州,70,0.88300000000000001
10,27,23~120,28,2015-07,46,良,温州,58,0.73499999999999999
9,30,24~105,27,2015-08,48,良,温州,61,0.70999999999999996
9,34,30~128,36,2015-09,54,良,温州,77,0.70999999999999996
13,40,40~155,41,2015-10,68,良,温州,70,0.76800000000000002
15,39,38~103,51,2015-11,65,良,温州,67,1.0700000000000001
16,45,40~130,49,2015-12,72,良,温州,72,1.0840000000000001
12,51,33~193,48,2016-01,81,良,温州,78,1.0680000000000001
8,45,31~130,32,2016-02,72,良,温州,67,0.79700000000000004
19,53,34~109,57,2016-03,95,良,温州,80,0.877
20,48,55~126,60,2016-04,89,良,温州,83,1.0800000000000001
16,43,55~112,41,2016-05,81,良,温州,77,0.95200000000000007
13,32,39~120,37,2016-06,63,良,温州,66,0.90300000000000002
10,28,25~119,25,2016-07,52,良,温州,64,0.73199999999999998
9,23,25~148,21,2016-08,44,良,温州,63,0.73499999999999999
9,27,17~127,28,2016-09,47,良,温州,62,0.69299999999999995
11,26,27~80,37,2016-10,52,良,温州,55,0.82900000000000007
16,40,27~102,52,2016-11,72,良,温州,69,0.95299999999999996
16,47,38~118,54,2016-12,88,良,温州,75,1.0029999999999999
8,43,42~133,39,2017-01,69,良,温州,69,0.71299999999999997
10,49,37~142,41,2017-02,76,良,温州,71,0.80700000000000005
12,51,49~134,52,2017-03,81,良,温州,76,0.77099999999999991
17,48,52~127,56,2017-04,84,良,温州,87,0.89000000000000001
14,33,45~157,40,2017-05,63,良,温州,78,0.745
11,35,45~100,46,2017-06,54,良,温州,66,0.73999999999999999
12,26,26~155,30,2017-07,50,良,温州,67,0.58999999999999997
11,26,22~117,29,2017-08,48,良,温州,65,0.57700000000000007
10,25,34~138,29,2017-09,46,良,温州,64,0.65000000000000002
11,27,30~97,27,2017-10,47,良,温州,55,0.58999999999999997
12,37,30~101,48,2017-11,66,良,温州,65,0.67299999999999993
15,56,39~148,54,2017-12,97,良,温州,80,0.7609999999999999
12,45,28~129,51,2018-01,73,良,温州,73,0.81000000000000005
10,40,35~94,29,2018-02,66,良,温州,65,0.70700000000000007
10,35,42~89,44,2018-03,57,良,温州,63,0.71599999999999997
11,40,67~77,46,2018-04,94,良,温州,72,0.75
50,100,24~214,70,2013-12,138,轻度污染,佛山,132,1.3600000000000001
38,88,54~191,70,2014-01,135,轻度污染,佛山,116,1.4769999999999999
18,38,14~123,42,2014-02,52,良,佛山,54,1.232
26,45,22~155,59,2014-03,66,良,佛山,64,1.3130000000000002
23,41,43~94,52,2014-04,59,良,佛山,60,1.2030000000000001
21,31,30~105,49,2014-05,49,良,佛山,51,1.0129999999999999
19,34,31~149,37,2014-06,53,良,佛山,68,0.84999999999999998
20,28,24~157,28,2014-07,46,良,佛山,73,0.83200000000000007
21,22,25~132,26,2014-08,37,良,佛山,62,0.77700000000000002
25,30,24~138,30,2014-09,46,良,佛山,77,0.82700000000000007
29,65,65~165,49,2014-10,90,轻度污染,佛山,106,0.91299999999999992
31,53,23~153,58,2014-11,75,良,佛山,77,1.157
35,57,25~178,62,2014-12,85,良,佛山,79,1.1420000000000001
25,58,25~146,63,2015-01,87,良,佛山,79,1.2390000000000001
14,52,22~145,44,2015-02,69,良,佛山,71,1.0609999999999999
14,35,19~105,44,2015-03,51,良,佛山,51,1.1259999999999999
18,33,25~133,38,2015-04,53,良,佛山,62,0.877
13,24,23~103,37,2015-05,38,优,佛山,43,0.83900000000000008
15,20,26~64,27,2015-06,34,优,佛山,40,0.67000000000000004
13,31,32~141,29,2015-07,47,良,佛山,63,0.77400000000000002
18,41,40~146,36,2015-08,61,良,佛山,82,0.78700000000000003
15,38,38~187,30,2015-09,55,良,佛山,78,0.85299999999999998
23,53,23~165,46,2015-10,78,良,佛山,77,0.88400000000000001
20,42,33~123,45,2015-11,69,良,佛山,65,0.98999999999999999
17,43,27~186,42,2015-12,66,良,佛山,65,1.087
14,37,28~135,41,2016-01,51,良,佛山,57,1.0390000000000001
10,37,24~97,32,2016-02,49,良,佛山,55,0.79700000000000004
16,47,33~142,58,2016-03,69,良,佛山,76,0.92900000000000005
13,33,38~90,46,2016-04,51,良,佛山,62,0.84699999999999998
12,29,32~155,35,2016-05,48,良,佛山,70,0.7609999999999999
11,21,30~142,31,2016-06,37,良,佛山,60,0.65700000000000003
14,26,27~201,28,2016-07,43,良,佛山,68,0.67099999999999993
15,37,28~200,35,2016-08,56,良,佛山,85,0.7390000000000001
14,40,37~159,36,2016-09,59,良,佛山,80,0.76300000000000001
14,37,42~98,37,2016-10,53,良,佛山,62,0.78400000000000003
16,52,33~199,53,2016-11,78,良,佛山,79,0.97699999999999998
18,64,39~133,64,2016-12,94,良,佛山,89,1.0390000000000001
11,67,35~279,52,2017-01,89,良,佛山,92,1.042
13,49,38~145,47,2017-02,69,良,佛山,74,0.80400000000000005
13,45,44~104,56,2017-03,81,良,佛山,72,0.90599999999999992
13,40,40~176,48,2017-04,70,良,佛山,80,0.81000000000000005
12,39,42~205,41,2017-05,67,良,佛山,95,0.83499999999999996
9,20,31~98,27,2017-06,38,优,佛山,49,0.69999999999999996
10,24,27~175,35,2017-07,41,良,佛山,68,0.77099999999999991
11,22,28~123,29,2017-08,39,良,佛山,64,0.65799999999999992
14,36,38~202,41,2017-09,58,良,佛山,96,0.79000000000000004
13,35,27~150,40,2017-10,59,良,佛山,78,0.7609999999999999
15,42,39~112,51,2017-11,69,良,佛山,70,0.90700000000000003
21,58,35~145,66,2017-12,94,良,佛山,85,0.98099999999999998
16,59,32~182,67,2018-01,97,良,佛山,87,1.0549999999999999
8,43,23~130,34,2018-02,65,良,佛山,65,0.74299999999999999
11,38,34~130,47,2018-03,68,良,佛山,75,0.78400000000000003
16,44,120~146,34,2018-04,80,轻度污染,佛山,133,0.75
37,73,23~291,56,2013-12,97,轻度污染,北京,100,1.73
51,94,26~402,65,2014-01,123,轻度污染,北京,125,1.9480000000000002
56,148,33~428,69,2014-02,155,中度污染,北京,184,2.1709999999999998
34,94,35~319,62,2014-03,138,轻度污染,北京,130,1.3899999999999999
16,89,65~279,57,2014-04,145,轻度污染,北京,127,0.92700000000000005
15,61,46~205,47,2014-05,118,轻度污染,北京,107,0.83900000000000008
6,54,50~179,39,2014-06,74,轻度污染,北京,116,0.79000000000000004
6,89,39~252,39,2014-07,100,轻度污染,北京,140,0.93900000000000006
5,62,46~200,43,2014-08,88,轻度污染,北京,120,0.83900000000000008
6,65,43~200,49,2014-09,88,良,北京,99,0.98299999999999998
9,118,28~381,70,2014-10,148,中度污染,北京,154,1.339
16,86,29~342,65,2014-11,127,轻度污染,北京,117,1.5669999999999999
28,58,21~267,53,2014-12,95,良,北京,86,1.5519999999999998
34,97,28~378,66,2015-01,120,轻度污染,北京,126,1.9099999999999999
26,93,36~334,51,2015-02,114,轻度污染,北京,127,1.4569999999999999
20,86,40~281,53,2015-03,146,轻度污染,北京,127,1.194
9,71,38~212,43,2015-04,118,轻度污染,北京,107,0.76000000000000001
8,55,42~203,37,2015-05,97,轻度污染,北京,105,0.745
6,60,35~231,35,2015-06,70,轻度污染,北京,111,1.3030000000000002
4,61,41~200,35,2015-07,74,轻度污染,北京,122,0.82299999999999995
3,45,37~202,31,2015-08,66,轻度污染,北京,104,0.79000000000000004
5,50,34~201,43,2015-09,59,良,北京,83,0.83700000000000008
6,74,27~344,55,2015-10,86,轻度污染,北京,106,0.95499999999999996
12,119,37~450,62,2015-11,85,中度污染,北京,153,1.9830000000000001
20,152,23~485,76,2015-12,172,中度污染,北京,187,2.8650000000000002
20,68,32~316,53,2016-01,88,良,北京,97,1.5840000000000001
15,44,34~238,35,2016-02,59,良,北京,71,0.90300000000000002
18,93,37~365,57,2016-03,136,轻度污染,北京,132,1.2290000000000001
10,69,43~209,44,2016-04,118,轻度污染,北京,106,0.80299999999999994
8,54,49~234,38,2016-05,90,轻度污染,北京,111,0.66500000000000004
5,59,50~189,35,2016-06,70,轻度污染,北京,126,0.76700000000000002
3,69,40~177,33,2016-07,74,轻度污染,北京,118,0.91599999999999993
3,47,34~179,35,2016-08,60,良,北京,94,0.83200000000000007
3,55,0~211,43,2016-09,73,良,北京,86,0.76000000000000001
4,85,29~292,56,2016-10,101,轻度污染,北京,116,1.155
11,100,28~315,68,2016-11,134,轻度污染,北京,133,1.7969999999999999
17,133,54~431,80,2016-12,159,中度污染,北京,168,2.5099999999999998
18,114,34~470,64,2017-01,146,轻度污染,北京,147,2.1579999999999999
18,70,37~295,53,2017-02,85,轻度污染,北京,101,1.2819999999999998
11,63,40~272,49,2017-03,89,良,北京,95,0.86099999999999999
7,53,41~165,48,2017-04,108,良,北京,89,0.66700000000000004
7,59,54~500,36,2017-05,137,轻度污染,北京,135,0.64200000000000002
6,42,51~199,38,2017-06,78,轻度污染,北京,123,0.72999999999999998
3,52,40~205,34,2017-07,77,轻度污染,北京,116,0.83900000000000008
3,38,35~155,35,2017-08,58,良,北京,84,0.75800000000000001
4,57,39~185,49,2017-09,98,良,北京,97,0.88
3,57,25~220,45,2017-10,67,良,北京,84,0.87400000000000011
5,45,30~202,49,2017-11,73,良,北京,75,0.85999999999999999
8,44,27~225,49,2017-12,66,良,北京,76,0.9840000000000001
8,34,29~175,42,2018-01,64,良,北京,66,0.83200000000000007
10,50,36~219,34,2018-02,74,良,北京,81,0.85699999999999998
10,90,46~500,58,2018-03,130,轻度污染,北京,135,1.087
13,199,226~272,75,2018-04,234,重度污染,北京,249,1.6499999999999999
55,157,16~422,80,2013-12,200,中度污染,湖州,195,1.6030000000000002
36,117,55~304,67,2014-01,140,中度污染,湖州,152,1.248
18,71,24~305,35,2014-02,73,良,湖州,95,0.95400000000000007
29,68,53~172,56,2014-03,98,良,湖州,92,0.93500000000000005
24,57,40~152,48,2014-04,79,良,湖州,83,0.86299999999999999
28,66,40~160,47,2014-05,108,良,湖州,97,0.91599999999999993
17,52,36~207,39,2014-06,73,良,湖州,95,0.91000000000000003
11,46,26~180,34,2014-07,67,良,湖州,88,0.93200000000000005
12,40,21~124,35,2014-08,60,良,湖州,66,0.96099999999999997
15,39,36~140,34,2014-09,58,良,湖州,73,0.87
17,53,50~130,51,2014-10,82,良,湖州,88,0.90599999999999992
23,72,41~185,62,2014-11,93,良,湖州,97,1.1870000000000001
38,77,56~160,70,2014-12,108,轻度污染,湖州,104,1.0840000000000001
27,100,41~280,66,2015-01,106,轻度污染,湖州,132,1.252
11,70,28~186,37,2015-02,80,良,湖州,96,1.0209999999999999
14,56,35~159,41,2015-03,64,良,湖州,79,1.006
20,54,40~203,50,2015-04,81,良,湖州,91,1.01
17,46,36~143,36,2015-05,71,良,湖州,94,0.76800000000000002
10,43,36~153,34,2015-06,71,良,湖州,84,0.78700000000000003
8,35,24~179,28,2015-07,53,良,湖州,77,0.60599999999999998
12,38,29~169,28,2015-08,56,良,湖州,94,0.71599999999999997
14,37,37~183,31,2015-09,55,轻度污染,湖州,105,0.76700000000000002
21,50,42~165,40,2015-10,82,良,湖州,89,0.82900000000000007
21,48,32~139,42,2015-11,66,良,湖州,68,1.0569999999999999
30,86,53~329,51,2015-12,117,轻度污染,湖州,115,1.2
23,73,43~193,46,2016-01,93,轻度污染,湖州,101,1.1159999999999999
20,62,46~144,34,2016-02,91,良,湖州,87,0.93099999999999994
25,68,43~176,47,2016-03,101,良,湖州,98,0.95200000000000007
23,48,45~148,38,2016-04,72,良,湖州,88,0.85699999999999998
18,40,41~152,36,2016-05,71,良,湖州,92,0.85199999999999998
12,31,33~187,27,2016-06,47,良,湖州,87,0.74299999999999999
11,31,32~194,26,2016-07,50,良,湖州,93,0.71900000000000008
14,24,44~167,22,2016-08,41,轻度污染,湖州,105,0.623
14,31,20~185,26,2016-09,46,良,湖州,91,0.61699999999999999
11,26,27~100,34,2016-10,44,良,湖州,55,0.7390000000000001
18,50,33~166,49,2016-11,77,良,湖州,76,0.87
22,69,38~150,53,2016-12,98,良,湖州,94,1.0190000000000001
15,60,39~217,38,2017-01,75,良,湖州,85,1.0129999999999999
17,64,40~148,40,2017-02,80,良,湖州,88,0.90700000000000003
17,52,39~140,44,2017-03,75,良,湖州,78,0.72900000000000009
19,47,50~160,50,2017-04,78,轻度污染,湖州,101,0.873
17,37,36~204,39,2017-05,65,轻度污染,湖州,113,0.748
12,31,37~202,30,2017-06,48,良,湖州,89,0.78299999999999992
9,25,32~184,28,2017-07,45,良,湖州,94,0.68999999999999995
9,23,37~167,23,2017-08,38,良,湖州,80,0.79400000000000004
10,28,33~185,27,2017-09,45,良,湖州,80,0.88700000000000001
12,27,29~151,31,2017-10,49,良,湖州,63,0.84200000000000008
16,42,37~108,48,2017-11,77,良,湖州,71,0.90000000000000002
23,72,49~283,60,2017-12,108,良,湖州,100,1.206
17,68,29~232,48,2018-01,88,良,湖州,95,1.1320000000000001
13,55,37~192,35,2018-02,77,良,湖州,80,0.93599999999999994
16,43,37~110,46,2018-03,70,良,湖州,69,1.048
31,68,98~126,74,2018-04,128,轻度污染,湖州,112,1.3500000000000001
62,158,40~484,71,2013-12,183,中度污染,金华,197,1.4399999999999999
49,133,73~355,57,2014-01,140,中度污染,金华,170,1.29
19,62,29~144,32,2014-02,43,良,金华,83,0.83599999999999997
31,64,34~138,38,2014-03,71,良,金华,86,0.86799999999999999
30,64,41~155,37,2014-04,82,良,金华,86,0.83299999999999996
25,58,42~145,29,2014-05,80,良,金华,88,0.88700000000000001
22,53,36~192,26,2014-06,67,良,金华,100,0.87
20,40,24~140,21,2014-07,56,良,金华,76,0.82299999999999995
22,45,30~149,25,2014-08,59,良,金华,79,0.871
25,54,26~131,25,2014-09,69,良,金华,85,1.2930000000000001
30,67,70~154,40,2014-10,98,轻度污染,金华,101,0.79400000000000004
34,63,34~125,55,2014-11,98,良,金华,85,1.107
53,67,62~134,64,2014-12,121,良,金华,94,1.1740000000000002
47,92,41~285,66,2015-01,125,轻度污染,金华,122,1.3740000000000001
20,56,26~137,40,2015-02,78,良,金华,77,1.032
22,49,26~147,46,2015-03,66,良,金华,70,1.0029999999999999
26,51,34~122,44,2015-04,73,良,金华,81,0.88
20,52,45~150,37,2015-05,67,良,金华,89,0.82299999999999995
20,39,40~99,26,2015-06,50,良,金华,65,0.80000000000000004
16,35,19~114,16,2015-07,46,良,金华,69,0.70299999999999996
16,40,20~147,23,2015-08,57,良,金华,76,0.755
19,51,36~156,32,2015-09,67,良,金华,89,0.80299999999999994
21,57,39~150,42,2015-10,79,良,金华,85,0.82599999999999996
20,49,37~139,50,2015-11,62,良,金华,74,1.05
24,81,53~212,57,2015-12,94,轻度污染,金华,111,1.123
18,68,55~175,50,2016-01,85,良,金华,96,1.0740000000000001
12,62,38~160,31,2016-02,83,良,金华,85,0.78599999999999992
19,68,37~175,46,2016-03,91,良,金华,92,0.91299999999999992
13,41,38~108,39,2016-04,58,良,金华,64,0.95700000000000007
12,42,36~129,33,2016-05,60,良,金华,71,0.90000000000000002
14,34,22~110,19,2016-06,50,良,金华,62,0.75
15,30,33~130,20,2016-07,46,良,金华,69,0.629
10,30,30~139,18,2016-08,42,良,金华,80,0.60299999999999998
11,36,19~124,30,2016-09,50,良,金华,70,0.67000000000000004
14,35,32~90,37,2016-10,54,良,金华,57,0.81299999999999994
18,47,31~112,49,2016-11,72,良,金华,70,0.95700000000000007
22,65,44~159,58,2016-12,93,良,金华,91,1.0290000000000001
12,62,39~221,41,2017-01,79,良,金华,88,0.91000000000000003
10,60,29~145,38,2017-02,72,良,金华,83,0.78200000000000003
13,46,38~129,43,2017-03,61,良,金华,69,0.79000000000000004
14,41,35~130,37,2017-04,65,良,金华,84,0.81299999999999994
10,34,35~186,30,2017-05,55,良,金华,97,0.69700000000000006
7,26,35~130,29,2017-06,39,良,金华,58,0.75
8,25,29~173,21,2017-07,42,良,金华,75,0.58099999999999996
7,23,33~132,20,2017-08,37,良,金华,70,0.59399999999999997
9,29,38~132,30,2017-09,49,良,金华,79,0.69999999999999996
12,34,38~125,38,2017-10,57,良,金华,68,0.64500000000000002
16,49,37~117,53,2017-11,72,良,金华,75,0.873
21,76,58~190,63,2017-12,96,轻度污染,金华,103,1.0190000000000001
17,47,37~128,53,2018-01,68,良,金华,76,0.95200000000000007
11,45,29~123,35,2018-02,65,良,金华,68,0.78900000000000003
12,35,32~102,43,2018-03,57,良,金华,65,0.68700000000000006
18,44,65~100,46,2018-04,73,良,金华,83,0.75
47,99,57~236,36,2013-12,138,轻度污染,重庆,130,1.2930000000000001
46,131,97~248,46,2014-01,182,中度污染,重庆,172,1.5940000000000001
34,86,26~224,34,2014-02,118,轻度污染,重庆,114,1.375
39,56,39~143,39,2014-03,89,良,重庆,77,1.139
26,43,30~90,35,2014-04,69,良,重庆,62,1.137
21,48,33~137,36,2014-05,85,良,重庆,72,1.0449999999999999
13,36,24~145,33,2014-06,58,良,重庆,61,1.0669999999999999
17,31,32~172,31,2014-07,62,良,重庆,86,0.85199999999999998
16,32,23~136,31,2014-08,59,良,重庆,73,0.93900000000000006
14,39,14~100,32,2014-09,67,良,重庆,61,1.0800000000000001
18,70,44~213,44,2014-10,104,良,重庆,96,1.1100000000000001
17,87,47~194,42,2014-11,124,轻度污染,重庆,116,1.0800000000000001
23,96,55~223,42,2014-12,119,轻度污染,重庆,126,1.3840000000000001
27,123,50~262,51,2015-01,171,中度污染,重庆,160,1.49
18,82,28~191,44,2015-02,115,轻度污染,重庆,109,1.171
18,51,42~115,47,2015-03,86,良,重庆,73,1.135
16,46,23~130,47,2015-04,80,良,重庆,74,0.99299999999999999
13,40,38~94,44,2015-05,73,良,重庆,67,0.91599999999999993
9,36,33~104,36,2015-06,60,良,重庆,57,0.96700000000000008
13,46,33~107,39,2015-07,78,良,重庆,70,0.95799999999999996
12,43,32~126,39,2015-08,69,良,重庆,70,0.96099999999999997
12,34,30~102,40,2015-09,54,良,重庆,59,1.123
16,48,42~112,49,2015-10,77,良,重庆,71,1.1420000000000001
17,47,40~100,41,2015-11,70,良,重庆,66,1.347
23,65,44~182,48,2015-12,89,良,重庆,90,1.165
20,71,43~202,49,2016-01,91,良,重庆,96,1.335
15,71,32~205,47,2016-02,90,良,重庆,96,1.024
18,57,30~148,55,2016-03,85,良,重庆,82,0.95499999999999996
12,45,40~122,51,2016-04,67,良,重庆,71,0.82999999999999996
10,48,35~141,43,2016-05,78,良,重庆,77,0.77700000000000002
9,42,29~158,39,2016-06,63,良,重庆,75,0.75
11,34,35~140,35,2016-07,58,良,重庆,69,0.72299999999999998
11,41,35~116,36,2016-08,64,良,重庆,72,0.80599999999999994
11,70,52~186,49,2016-09,93,良,重庆,95,1.0
11,40,39~94,43,2016-10,62,良,重庆,61,0.9840000000000001
15,53,35~123,52,2016-11,82,良,重庆,78,1.123
14,74,52~152,56,2016-12,106,轻度污染,重庆,100,1.232
17,88,44~220,53,2017-01,121,轻度污染,重庆,118,1.2609999999999999
13,63,45~166,50,2017-02,89,良,重庆,88,1.1679999999999999
15,45,44~114,54,2017-03,75,良,重庆,70,0.97099999999999997
13,35,40~96,48,2017-04,64,良,重庆,65,0.88700000000000001
12,36,37~141,47,2017-05,65,良,重庆,76,0.84799999999999998
10,34,40~122,44,2017-06,59,良,重庆,74,0.91000000000000003
11,26,37~183,36,2017-07,52,良,重庆,91,0.752
10,22,30~153,33,2017-08,45,良,重庆,83,0.755
9,23,30~96,38,2017-09,43,良,重庆,56,0.85699999999999998
9,26,25~112,39,2017-10,43,良,重庆,53,0.90000000000000002
13,55,48~134,54,2017-11,88,良,重庆,80,1.0270000000000001
13,82,53~207,58,2017-12,123,轻度污染,重庆,112,1.1870000000000001
12,59,39~202,54,2018-01,86,良,重庆,84,1.1899999999999999
10,60,34~169,45,2018-02,86,良,重庆,83,1.0820000000000001
10,35,40~100,49,2018-03,62,良,重庆,64,1.0
9,30,53~70,45,2018-04,61,良,重庆,62,0.94999999999999996
68,144,35~412,87,2013-12,197,中度污染,嘉兴,181,1.8769999999999998
39,92,43~252,64,2014-01,128,轻度污染,嘉兴,122,1.629
22,57,32~258,39,2014-02,70,良,嘉兴,79,1.0609999999999999
32,59,45~145,50,2014-03,86,良,嘉兴,83,1.0449999999999999
22,48,36~137,43,2014-04,69,良,嘉兴,74,0.68000000000000005
24,64,43~204,43,2014-05,108,轻度污染,嘉兴,104,0.79700000000000004
16,46,42~203,32,2014-06,67,良,嘉兴,96,0.70299999999999996
13,44,40~179,28,2014-07,65,良,嘉兴,91,0.70599999999999996
17,43,41~127,32,2014-08,58,良,嘉兴,85,0.72900000000000009
17,37,25~164,25,2014-09,54,良,嘉兴,82,0.79000000000000004
25,48,43~169,41,2014-10,74,良,嘉兴,87,0.71599999999999997
32,64,43~196,55,2014-11,89,良,嘉兴,87,0.90300000000000002
51,73,56~155,71,2014-12,113,良,嘉兴,99,1.0
42,87,39~213,66,2015-01,123,轻度污染,嘉兴,116,1.032
21,62,31~184,45,2015-02,88,良,嘉兴,85,0.84299999999999997
21,50,42~156,48,2015-03,73,良,嘉兴,76,0.755
24,51,45~169,48,2015-04,81,良,嘉兴,96,0.85299999999999998
15,43,50~147,35,2015-05,66,良,嘉兴,90,0.626
10,39,41~145,31,2015-06,59,良,嘉兴,77,0.63700000000000001
13,34,20~145,23,2015-07,51,良,嘉兴,75,0.55500000000000005
14,40,30~191,23,2015-08,59,良,嘉兴,90,0.63200000000000001
17,39,36~164,33,2015-09,57,良,嘉兴,98,0.57999999999999996
20,48,53~157,46,2015-10,77,良,嘉兴,90,0.70299999999999996
20,55,39~134,56,2015-11,73,良,嘉兴,81,0.90300000000000002
32,85,55~255,64,2015-12,114,轻度污染,嘉兴,116,1.0580000000000001
24,71,48~199,54,2016-01,97,良,嘉兴,99,1.0029999999999999
19,59,43~172,35,2016-02,87,良,嘉兴,83,0.85499999999999998
19,56,38~143,43,2016-03,87,良,嘉兴,81,0.755
14,41,43~155,36,2016-04,65,良,嘉兴,82,0.88
12,44,45~142,31,2016-05,70,良,嘉兴,88,0.81299999999999994
10,34,38~178,29,2016-06,54,良,嘉兴,80,0.70999999999999996
7,34,29~189,20,2016-07,56,良,嘉兴,93,0.71599999999999997
10,24,29~153,19,2016-08,43,良,嘉兴,80,0.57399999999999995
11,33,23~148,24,2016-09,52,良,嘉兴,75,0.63
12,30,27~75,35,2016-10,53,良,嘉兴,53,0.79400000000000004
16,47,35~145,56,2016-11,80,良,嘉兴,76,0.97299999999999998
18,59,47~148,65,2016-12,97,良,嘉兴,89,1.087
11,47,40~130,43,2017-01,71,良,嘉兴,73,0.95200000000000007
13,55,38~132,41,2017-02,79,良,嘉兴,79,0.93900000000000006
14,49,43~145,42,2017-03,77,良,嘉兴,74,0.77700000000000002
11,46,59~174,40,2017-04,80,轻度污染,嘉兴,101,0.80000000000000004
9,36,38~185,31,2017-05,67,良,嘉兴,99,0.83499999999999996
6,30,36~181,25,2017-06,50,良,嘉兴,77,0.87
8,31,32~202,24,2017-07,56,轻度污染,嘉兴,101,0.60299999999999998
7,27,33~166,21,2017-08,48,良,嘉兴,85,0.83499999999999996
8,28,33~164,29,2017-09,52,良,嘉兴,73,0.88700000000000001
11,28,36~133,33,2017-10,52,良,嘉兴,59,0.82299999999999995
14,47,35~119,54,2017-11,77,良,嘉兴,74,0.98299999999999998
17,74,52~286,64,2017-12,108,轻度污染,嘉兴,103,1.1479999999999999
14,71,34~267,51,2018-01,93,良,嘉兴,99,1.0549999999999999
12,59,45~207,36,2018-02,85,良,嘉兴,85,0.98599999999999999
10,47,41~132,41,2018-03,72,良,嘉兴,76,0.91900000000000004
14,48,83~121,48,2018-04,96,轻度污染,嘉兴,102,0.94999999999999996
45,142,33~413,79,2013-12,192,中度污染,杭州,179,1.6230000000000002
33,103,53~265,61,2014-01,142,轻度污染,杭州,136,1.155
19,60,20~252,39,2014-02,71,良,杭州,81,0.879
23,59,46~139,50,2014-03,95,良,杭州,82,0.82599999999999996
22,60,37~140,51,2014-04,96,良,杭州,83,0.77000000000000002
19,59,46~151,46,2014-05,115,良,杭州,91,0.82299999999999995
13,54,36~181,40,2014-06,88,良,杭州,89,0.81299999999999994
10,44,36~150,34,2014-07,72,良,杭州,84,0.76800000000000002
12,45,27~120,35,2014-08,70,良,杭州,75,0.90300000000000002
15,46,28~162,34,2014-09,70,良,杭州,74,0.81299999999999994
21,59,49~146,47,2014-10,98,良,杭州,88,0.84799999999999998
22,75,41~164,59,2014-11,107,轻度污染,杭州,101,1.05
32,72,57~145,61,2014-12,117,良,杭州,100,1.006
25,89,31~236,62,2015-01,120,轻度污染,杭州,118,1.2229999999999999
13,65,30~179,39,2015-02,87,良,杭州,88,0.94999999999999996
15,53,45~138,47,2015-03,81,良,杭州,76,0.83900000000000008
17,54,35~136,48,2015-04,89,良,杭州,82,0.84699999999999998
15,54,40~169,41,2015-05,82,良,杭州,94,0.75800000000000001
9,40,36~104,36,2015-06,61,良,杭州,68,0.73699999999999999
10,31,21~115,31,2015-07,49,良,杭州,64,0.70599999999999996
13,39,27~138,34,2015-08,61,良,杭州,81,0.79700000000000004
16,43,31~172,43,2015-09,67,良,杭州,91,0.83700000000000008
18,56,48~143,53,2015-10,90,良,杭州,83,0.86099999999999999
15,52,39~147,57,2015-11,77,良,杭州,80,1.107
20,90,56~283,65,2015-12,135,轻度污染,杭州,123,1.1899999999999999
17,80,56~222,63,2016-01,119,轻度污染,杭州,111,1.0609999999999999
14,64,38~162,41,2016-02,101,良,杭州,89,0.84799999999999998
16,72,40~217,58,2016-03,123,良,杭州,99,0.83200000000000007
11,46,46~143,50,2016-04,82,良,杭州,83,0.81000000000000005
9,46,52~128,43,2016-05,77,良,杭州,85,0.82900000000000007
8,36,34~152,36,2016-06,58,良,杭州,74,0.75
8,32,25~173,32,2016-07,55,良,杭州,81,0.72299999999999998
9,25,23~144,20,2016-08,41,良,杭州,93,0.626
10,33,27~141,30,2016-09,50,良,杭州,75,0.69700000000000006
12,32,38~87,45,2016-10,54,良,杭州,60,0.79700000000000004
13,52,35~139,56,2016-11,85,良,杭州,79,0.97299999999999998
15,69,44~158,63,2016-12,110,良,杭州,98,1.123
14,63,38~210,50,2017-01,90,良,杭州,91,1.032
14,67,37~172,51,2017-02,93,良,杭州,92,0.90700000000000003
13,54,43~159,54,2017-03,87,良,杭州,80,0.81599999999999995
13,47,43~139,49,2017-04,83,良,杭州,89,0.88300000000000001
